"age_group","is_female","category","N","count","percent"
"[65,70)",0,"Vision",164314,2174,0.0132307654855947
"[65,70)",1,"Vision",167680,2228,0.013287213740458
"[70,75)",0,"Vision",132931,2524,0.0189872941601282
"[70,75)",1,"Vision",141998,2657,0.018711531148326
"[75,80)",0,"Vision",105409,2831,0.0268572892257777
"[75,80)",1,"Vision",120512,3161,0.0262297530536378
"[80,120]",0,"Vision",151034,6021,0.0398651959161513
"[80,120]",1,"Vision",232841,8906,0.0382492774038936
"[40,45)",0,"WgtLoss",172517,641,0.00371557585629242
"[40,45)",1,"WgtLoss",187351,761,0.00406189451884431
"[45,50)",0,"WgtLoss",191647,871,0.00454481416354026
